id,host_id,name,neighbourhood_cleansed,cluster_kmeans
889858122806302845,74113920,Studio in Nørrebro/ City Center,Nrrebro,0
889874571463603976,348030,Cph family home next to the lake,Indre By,4
890518276138452068,231796733,Lejlighed i Vanløse med flot udsigt,Vanlse,0
890583555586277977,5233847,Lys lejlighed på unik lokation,Indre By,0
890583653853166572,509843244,Cosy city home on quiet street,Vesterbro-Kongens Enghave,3
891001364480686588,18431571,To-plan hus i hyggelige København,Valby,4
891028088603290498,510311763,3-storey private townhouse CPH,Indre By,2
891114992846342811,28731371,"Close to city center, metro, beach and airport.",Amager st,4
891169382430865923,131492576,Summer in Copenhagen,sterbro,0
891206079170934505,4875426,Great location,sterbro,4
891209671673691248,355075381,Big apartment in Copenhagen,Bispebjerg,0
891321390141671818,103568899,Large apartment (150 m2) close to the inner city,Amager Vest,1
891651243268535373,6721503,Unique flat in beautiful villa,Amager Vest,4
891713040362016436,132350071,Modern & children friendly apartment in Carlsberg,Vesterbro-Kongens Enghave,2
891775708575697596,76189412,Room 1 Easy tjek in 24 H free parking New wifi,sterbro,0
891815440379230341,61349436,Central and cosy appartment,Vesterbro-Kongens Enghave,3
891848575437100671,514827328,26th floor in Carlsberg City,Vesterbro-Kongens Enghave,3
891914674608407300,12050427,Privat Rækkehus i Hellerup,sterbro,2
891985212356749405,514865326,Cozy studio apartment w. a view,Vesterbro-Kongens Enghave,3
892046992606065865,6041373,"Classic, bright and beautiful.",Frederiksberg,2
892050057003495642,164820371,"Spacious, beautiful bungalow house w. large garden",Vanlse,2
892415378452011395,438051914,Apartment in central Copenhagen,Indre By,1
892744678084857960,513079361,Charmerende Lejlighed på Frb.,Frederiksberg,0
892773217530754456,83775990,Central Spacious Nordic Style Apartment,sterbro,0
892810089945167320,156670230,Feeling of Copenhagen,Amager Vest,1
892822616338053885,478798508,Centralt i København,Indre By,2
893153896785059193,23643858,Solrig lejlighed i hippe NV,Bispebjerg,0
893164033821480551,102199606,Minimalist family apartment,Vesterbro-Kongens Enghave,3
893185768164204700,12647514,"Villa appartment, 95 kvm2, Frederiksberg",Frederiksberg,4
893311405520336787,160877413,Cozy and light apartment at Nørrebro,Bispebjerg,4
893334735661000044,515182413,4-room Apt. in the Heart of Cph's Bird Quarter,Bispebjerg,4
893961707407073251,39338982,Room in Nørrebro,Nrrebro,0
893970819243039209,34165900,"Spacious, light filled Nørrebro apartment",Nrrebro,0
894057811075206930,430788760,Live luxuriously with breathtaking view,Amager Vest,0
894113281659202817,153056164,"Stor, lys lejlighed midt i byen",Frederiksberg,0
894148704189325673,344953332,78m2 apt. close to Cph beach,Amager st,0
894188831824281301,32660693,Lys og familievenlig lejlighed på Østerbro,sterbro,4
894535740374605667,311940082,Byhus i København centrum,Indre By,4
894617708996789040,371004204,Hyggeligt værelse ved søerne,Indre By,0
894632212816883981,15454931,Super beliggenhed og spisekøkken,Amager Vest,0
894760220143535388,375193911,"Cph Relaxing neat stay, close to nature & culture.",Amager Vest,4
894801997354800272,84909717,Bright cozy room in midtown Cph,Indre By,0
894964911798242949,6368269,Charming Penthouse (with lift) Nordic Design,Nrrebro,0
895360093783326186,111565733,Room in Nordvest,Bispebjerg,0
895408770467565232,16705727,Family friendly,Indre By,4
895440356771284215,515635436,Townhouse Islands Brygge metro,Amager Vest,2
895457388756608318,40368109,Copenhagen's Cozy Sunspot,Frederiksberg,0
895513713214984663,503408597,First row to The Lakes in CPH,Indre By,1
895658888473483598,3027063,Hus i Brønshøj,Brnshj-Husum,4
895709933528469961,13536214,Cozy and bright apartment in hip Nørrebro,Nrrebro,0
896027366449957150,130999995,Lejlighed i Ørestaden.,Amager Vest,0
896102776824064388,515771497,Lovely Copenhagen flat,Nrrebro,0
896132560769631621,40174485,Smuk lejlighed,Indre By,0
896148285815372141,36360364,Lejlighed ved Frederiksberg Have,Frederiksberg,4
896201362485849060,4551097,Charming family friendly townhouse near the beach,Amager st,2
896272841250601442,56454454,Great apartment 5 min from city centre,Vesterbro-Kongens Enghave,3
896279671823919417,22704709,Scandinavian flat Fredriksberg,Frederiksberg,0
896289805180973212,117653185,Nice apartment near CPH center,Nrrebro,0
896303552824383093,33566466,Townhouse close to beach and with private parking,Amager Vest,2
896324350795023896,120594781,Hyggelig familielejlighed,Valby,4
896330379268819149,515620046,Vesterbro lejlighed,Vesterbro-Kongens Enghave,3
896350432751017478,120223491,Stilfuld og rummelig lejlighed,Frederiksberg,0
896355156759752508,21772919,Hyggelig lejlighed med altan,Nrrebro,0
896383464415606564,211987071,"Bedste beliggenhed, midt i Kbh K",Indre By,0
896419598626709002,30787780,Sunny and Spacious Appartment,Indre By,1
896449965543105427,153093593,Modern & Cozy Apartment,Frederiksberg,0
896805662217550418,498497156,Colorful and romantic apartment,sterbro,0
896812978340872066,515936633,Stylish and bright Copenhagen apartment w. balcony,sterbro,1
896833763707245820,13024169,Lejlighed i hjertet af CPH,Frederiksberg,0
896852707535294421,74855000,Spacious & colorful apartment,Vesterbro-Kongens Enghave,3
896891752379794337,39490096,Charming flat with sunny balcony,Nrrebro,0
897075774419402850,47161230,Designer Townhouse and Garden,sterbro,2
897096123893735360,22014897,"Hyggelig lejlighed med have, centralt på Østerbro",sterbro,0
897474354487606377,894541,Waterfront | 124m2 |  3 bedrooms | 15min to CPH,Amager Vest,1
897519319315296918,509531852,Charmerende hus med have,Valby,4
897544601765722972,151877589,Central apartment in Copenhagen,sterbro,0
897590380318788035,514087844,Farverig og moderne lejlighed,Amager st,0
897637326839009137,187610263,Studio - Strandgade - Christianshavn - Super Area,Indre By,0
897746993612455592,30543739,"Bag elefanterne, Carlsbergbyen",Vesterbro-Kongens Enghave,4
897825629604128726,139861003,Charmerende byhus,sterbro,4
897836122591803022,211302656,Centralt beliggende på Østerbro,sterbro,0
897845401383237322,27478592,Villalejlighed i stueplan på Amager med skøn have,Amager st,4
897884480341171761,46048219,Dejlig stemningsfuld villa med masser af plads,Frederiksberg,2
898201856165067753,39095781,Lækkert hus tæt på centrum med gratis parkering,Valby,4
898209300958669680,72734325,Family-friendly house with garden and parking spot,Vanlse,2
898257557072396564,476320751,Tiny double room with shared bathroom,Vesterbro-Kongens Enghave,2
898277440466174774,513896488,Spacious apartment.,Amager Vest,4
901804679761767968,1810816,Lovely villa by the beach,Amager st,2
898345495158162582,277840387,Skøn lejlighed på Vesterbo,Vesterbro-Kongens Enghave,3
898349715109959543,8084594,Exclusive 80m2 apartment with two balconies.,Vesterbro-Kongens Enghave,1
898427224218943800,46923399,Cozy atmosphere on Nørrebro,Nrrebro,0
898585465058470491,480287162,Værelse i Frederiksberg,Frederiksberg,0
899019264418718129,509439496,Ny stor lejlighed på Nørrebro,Nrrebro,1
899030329118213164,89999145,Dejlig sofa og havregryn,Vanlse,0
899037814071419494,41042040,Børnevenligt hjem med stor altan,Nrrebro,0
899095658658079167,516475429,Cozy 2BR Apt w/Slanted Walls in Peaceful Area,sterbro,1
899097340171381750,516475429,Beautiful Apartment for 8 People w/Private Balcony,sterbro,2
899279845730905323,238021201,Lejlighed i renoveret villa,Vanlse,4
899329487650893791,436020126,Lejlighed i det centrale København,Vesterbro-Kongens Enghave,3
899677934904170952,41787679,Cosy apartment in hype part of Nørrebro,Nrrebro,0
899745843489450154,516440959,Cosy flat in wonderfull Nørrebro,Nrrebro,0
899862601144965656,2072643,"Bright, quiet & central",Indre By,4
899866026961272107,17067550,Charmerende & stilfuld lejlighed med stor terrasse,sterbro,0
899987052914521844,6840013,Cosy city house,Amager Vest,2
900026073511821440,29151322,Classic Cph-style apartment,Bispebjerg,0
900032760429411083,516701614,"Hyggelig lejlighed, bedste beliggenhed.",Indre By,0
900328403576358998,406740222,"Quiet, by Søndermarken park",Valby,1
900423174683523109,1366164,Amager Strand Townhouse B&W next to beach,Amager st,2
900485901045246978,55248175,Cosy apartment close gardens and city center,Frederiksberg,4
900536384944038218,10156904,Copenhagen Penthouse,sterbro,0
900582018339195092,133612005,Lovely 1-bedroom apartment,Nrrebro,0
900622240169504899,12103470,Indbydende og hyggelig lejlighed,Vesterbro-Kongens Enghave,4
900628055654939288,23522942,Functional studio Copenhagen,Bispebjerg,0
900702830159903340,20888179,Cosy family home close to the city center,Amager Vest,0
900709068058509116,83874707,Nice mini house with terrasse,Amager st,0
900729804720113566,516849108,Moderne bygning med elevator,Frederiksberg,0
900795376861259247,23569996,Soverom i stille område,Vesterbro-Kongens Enghave,3
901180373132123756,125999779,Cozy apartment in the best area,Vesterbro-Kongens Enghave,3
901226414410517867,30593725,Canal-View Retreat in Copenhagen’s South Harbor,Vesterbro-Kongens Enghave,3
901260086802287362,184330449,Moderne lejlighed med 3 værelser i København,Valby,4
901265704772696092,1281213,cute house close to center,Valby,4
901320775859864505,50168478,Iconic Christianshavn (CPH Centrum),Indre By,0
901404137567034257,224819131,Solrig lejlighed tæt på centrum,Amager Vest,0
901451266439495158,35269768,Cozy flat w/balcony in Nørrebro,Nrrebro,0
901477470442218960,64352622,Familievenlig storbylejlighed,Vesterbro-Kongens Enghave,1
901485420517626461,8076853,Family luxury in central Copenhagen,Frederiksberg,1
901528858656951891,517022143,Villa by the Sea in Copenhagen,Amager st,2
901570005622939349,471247971,Hej jeg udlejer min hyggelige Københavnerlejlighed,Amager st,0
901904358062557963,51609414,Spacious Canal View Apartment,Vesterbro-Kongens Enghave,4
901920126898009746,18635649,Green hideout room,Vanlse,0
902017181073843325,8734203,Book Lover's Den,Amager Vest,0
902034366231930503,517131003,Lejlighed centralt på Vesterbro,Vesterbro-Kongens Enghave,4
902095588134517281,40049506,Cosy single room in central Copenhagen,Indre By,0
902172756443164310,124269865,Big family friendly apt. in the heart of Vesterbro,Vesterbro-Kongens Enghave,4
902185905850996103,9437353,Bylejlighed med tagterrasse,Indre By,1
902218391650838529,176255753,Familievenlig lejlighed,Amager st,4
902286811660453796,153542391,Hyggelig børnevenlig lejlighed,Indre By,1
902564125708955070,517278499,Cozy artist apartment,Amager st,0
902578806564618234,505077625,"Autentisk Nørrebro lejlighed, København",Nrrebro,0
902603102863289513,50285325,Værelse i hjertet på Nørrebro,Nrrebro,0
902625476458105383,60667657,Cozy flat with sunny balcony,Vesterbro-Kongens Enghave,1
902632741168200496,6579800,Hyggelig lejlighed,sterbro,0
902636939616516728,442999884,Lys lejlighed på Nørrebro,Nrrebro,1
902763387575017448,72459869,"Nyrenoveret, hyggeligt og børnevenligt byhus",Vanlse,2
902836588714201603,517348197,Lejlighed i hjertet af København!,Indre By,0
902849722058738835,260565329,Skøn lejlighed i København,Frederiksberg,0
902942166729866282,324309916,Scandi style apartment light & with terrasse,Vanlse,0
903004115935164258,493518742,2 værelses lejlighed,Vanlse,0
903291738270753635,26046958,Modern Gem: Central getaway,Amager Vest,4
903322287194031874,35307001,Herskabslejlighed Frederiksberg,Frederiksberg,0
903348030930662713,32685713,Cozy apartment at Nørrebro close to Frederiksberg,Nrrebro,0
903410245527503822,135686313,Light and spacious flat with park view,Amager st,4
903500553528679993,516778945,2v lejlighed på Frederiksberg,Frederiksberg,0
903509476285953201,510423636,Lejlighed i Central København nær Tivoli,Indre By,1
903558047581338275,23595476,Panoramaudsigt,Vesterbro-Kongens Enghave,3
903561508480873129,421746819,Farverig lejlighed i København,Valby,0
903584891834605094,301314370,Apartment central in Copenhagen,Vesterbro-Kongens Enghave,3
903632153137732926,31964037,"Bright, spacious & Scandinavian design",Bispebjerg,0
903708101508613752,84908350,"Dejligt hus tæt på strand, by & metro.",Amager st,1
904000925615478745,36976832,Den grønne oase tæt på København,Amager Vest,4
904036320704305085,517648788,Cozy home in lively and beautiful Nørrebro,Nrrebro,0
904132398547470443,517667670,Apartment at Nørrebro,Nrrebro,4
904137349762910836,517668924,Cozy Nørrebro apartment,Nrrebro,4
904364941585347408,123221215,Lys moderne lejlighed.,sterbro,0
904401563766468695,14535649,Apartment at Islands Brygge,Amager Vest,0
904416270090601493,4389195,"Børnevenligt, centralt og i lækkert grønt område",Nrrebro,4
904450350279950630,121902815,Lys lejlighed midt på Nørrebro,Nrrebro,0
904727441766739867,517812180,Valby lejlighed,Valby,4
904820928449249619,168712053,Charming apartment in Nørrebro,Nrrebro,4
904955426415511737,517861144,Central 2 rooms airbnb apartment,Bispebjerg,0
904982275241745023,448764429,Lejlighed på indre Østerbro,sterbro,0
905006982671077769,517876505,2 room apartment w/ kitchen & bath,Amager Vest,0
905070657534891368,213457091,Charming apt for two on Østerbro,sterbro,0
905119766040320261,517908943,"Copenhagen C, Cozy apartment",Indre By,0
905133756819129668,446347,Waterview-sunny-green-balconies,Amager Vest,4
905430836673150656,259276675,Skøn lejlighed på Frederiksberg,Frederiksberg,0
905553771266895499,74114170,Hyggelig lejlighed på Amagerbro,Amager st,0
905588034996162278,40554752,Light 93 sqm Apartment Near Tivoli - 7 Min Walk,Vesterbro-Kongens Enghave,3
905635624933264925,3641521,Lys og charmerende lejlighed med altan - Vesterbro,Vesterbro-Kongens Enghave,3
905657577781176242,398705177,Skøn lejlighed i roligt område tæt på byen,Vesterbro-Kongens Enghave,3
905770183138149778,97940116,Københavns hyggeligste taghave,Bispebjerg,4
905772137483082042,143272068,Apartment at cosy Nørrebro. Family friendly,Nrrebro,0
905791632690797867,6487815,Vesterbros hjerte,Vesterbro-Kongens Enghave,4
905856315084290962,130700585,Spacious and Cozy apartment in the Heart of Valby,Valby,0
905875587314113845,79326415,Family friendly apartement,Vesterbro-Kongens Enghave,2
905910989329885947,498588133,"150 kvm., lys og perfekt beliggenhed",Vesterbro-Kongens Enghave,2
906115199736601066,266289699,Fantastisk udsigt til Søerne midt i København,Indre By,0
906168708761232391,43253702,"Spacious, Cosy and Bright Apartment in Copenhagen",Vesterbro-Kongens Enghave,3
906279293816253513,401510886,Hyggelig lejlighed i København,Amager st,0
906310330890266101,10918156,Smukt hjem i hjertet af Nørrebro,Nrrebro,1
906433990499824599,22582575,Unikt træhus med gårdhave,Brnshj-Husum,2
906434517629237784,46004193,Waterfront Penthouse Scenic Views and Free Parking,Vesterbro-Kongens Enghave,3
906435519005685659,3187147,Villa tæt på Amager strand,Amager st,1
906449079300515943,154797861,Apartment in The Latin Quarter,Indre By,1
906480687426071899,472135531,4 værelser centralt i København,Amager st,4
906543586052627705,2690270,Spacious apartment in CPH V,Vesterbro-Kongens Enghave,1
906558234072769878,31681342,Stylish Apartment in Prime Østerbro Location,sterbro,0
